K_SETTLED,HFA,ELO_TO_GOAL_RATIO,REGRESSION_FACTOR,MOV_C1,MOV_C2,USE_ADJ_RATES,brier
30,40,125,0.5,0.0005,1.5,True,0.5826860661449202
30,30,125,0.7,0.0005,1.5,False,0.582697078713904
25,30,125,0.7,0.001,1.5,True,0.5827088503550801
25,30,125,0.7,0.002,1.5,True,0.5827145187074865
20,50,125,0.5,0.001,1.5,False,0.5827159155871661
25,30,125,0.7,0.0005,1.5,True,0.582715921795722
20,30,125,0.8,0.001,1.5,False,0.5827236605475936
30,30,125,0.7,0.001,1.5,False,0.5827284085962567
20,30,100,0.7,0.002,2.2,False,0.5827339168256681
30,40,125,0.7,0.002,2.2,False,0.5827389166898398
25,30,100,0.8,0.0005,3.0,False,0.5827614282754014
20,30,75,0.5,0.0005,3.0,False,0.5827645013379681
20,40,100,0.7,0.0005,3.0,False,0.5827676484695186
20,30,75,0.5,0.001,3.0,False,0.5827820933614974
20,50,125,0.7,0.002,2.2,False,0.5827955424636366
25,30,100,0.8,0.001,3.0,False,0.5828025069016044
30,30,125,0.7,0.002,1.5,False,0.5828038284673799
20,50,125,0.5,0.002,1.5,False,0.5828064957459892
20,40,100,0.7,0.001,3.0,False,0.5828108135117649
20,30,75,0.5,0.002,3.0,False,0.582819195008556
20,30,125,0.8,0.002,1.5,False,0.5828199196208557
25,40,125,0.5,0.002,1.5,True,0.5828209457780752
25,40,125,0.5,0.001,1.5,True,0.5828314644326203
30,30,100,0.5,0.0005,2.2,True,0.5828392571711227
30,30,100,0.5,0.001,2.2,True,0.5828396924657755
25,40,125,0.5,0.0005,1.5,True,0.5828423275454546
30,30,100,0.5,0.002,2.2,True,0.5828438473855616
25,50,100,0.5,0.0005,3.0,False,0.5828656874716578
30,30,125,0.7,0.0005,2.2,True,0.5828837076187167
25,30,100,0.8,0.002,3.0,False,0.5828849850572193
20,40,100,0.7,0.002,3.0,False,0.5828973541342248
30,40,125,0.5,0.0005,2.2,True,0.5829019878540106
30,30,125,0.7,0.001,2.2,True,0.5829096720550798
25,50,100,0.5,0.001,3.0,False,0.5829100751978608
30,40,125,0.5,0.001,2.2,True,0.5829165302181819
20,30,125,0.8,0.0005,2.2,True,0.5829271729973262
30,40,125,0.5,0.002,2.2,True,0.5829458970032086
20,30,75,0.5,0.002,1.5,True,0.5829480062700535
20,30,125,0.8,0.001,2.2,True,0.5829568221245991
30,30,125,0.7,0.002,2.2,True,0.5829631702796793
20,40,100,0.5,0.0005,2.2,False,0.5829785110010693
30,30,100,0.5,0.002,1.5,False,0.5829939566347591
25,50,100,0.5,0.002,3.0,False,0.5829975281508023
20,30,125,0.7,0.0005,1.5,True,0.5830102493005348
20,40,100,0.5,0.001,2.2,False,0.5830116348106955
20,30,125,0.7,0.001,1.5,True,0.5830127656828874
30,30,100,0.7,0.0005,3.0,False,0.5830132157716578
30,30,100,0.5,0.001,1.5,False,0.5830154498780752
20,40,125,0.7,0.0005,3.0,True,0.5830162913684492
20,30,125,0.8,0.002,2.2,True,0.5830188463358291
20,40,125,0.8,0.0005,2.2,False,0.5830216701828879
20,50,125,0.5,0.0005,3.0,True,0.5830235014566845
25,50,125,0.8,0.0005,3.0,False,0.5830327352395726
20,30,125,0.7,0.002,1.5,True,0.5830380725064174
30,30,100,0.5,0.0005,1.5,False,0.5830396339721926
20,40,125,0.7,0.001,3.0,True,0.583042675291444
20,50,125,0.5,0.001,3.0,True,0.5830455104898395
25,30,75,0.5,0.002,1.5,True,0.5830466384700533
30,30,100,0.7,0.001,3.0,False,0.5830531553171125
30,30,125,0.8,0.0005,3.0,True,0.583062098971123
20,40,100,0.5,0.002,2.2,False,0.5830794691144385
25,30,100,0.5,0.0005,2.2,True,0.5830806309898399
20,40,125,0.5,0.002,1.5,True,0.5830815593315509
20,40,125,0.5,0.001,1.5,True,0.5830834280780747
20,40,125,0.8,0.001,2.2,False,0.5830842864470587
25,30,100,0.5,0.001,2.2,True,0.5830846253465243
30,30,125,0.8,0.001,3.0,True,0.583089505235829
20,50,125,0.5,0.002,3.0,True,0.5830912624074868
20,40,125,0.5,0.0005,1.5,True,0.5830914195272726
25,50,125,0.8,0.001,3.0,False,0.5830924241358287
25,30,100,0.5,0.002,2.2,True,0.5830944892513367
20,40,125,0.7,0.002,3.0,True,0.5830950652764705
25,30,125,0.7,0.0005,1.5,False,0.5830993152957221
30,40,125,0.5,0.0005,1.5,False,0.5831221495577541
30,30,100,0.7,0.002,3.0,False,0.5831305362224599
25,30,125,0.7,0.001,1.5,False,0.5831399125957223
30,30,125,0.8,0.002,3.0,True,0.5831447133005347
30,40,125,0.5,0.001,1.5,False,0.5831568322508021
25,40,125,0.7,0.0005,2.2,False,0.5831732757486635
30,50,125,0.7,0.0005,3.0,False,0.5831743726342241
20,30,75,0.5,0.001,1.5,True,0.5831793895636362
20,40,125,0.8,0.002,2.2,False,0.5832073109748664
25,40,125,0.5,0.0005,2.2,True,0.583209044686096
25,50,125,0.8,0.002,3.0,False,0.5832093970149731
25,40,125,0.5,0.001,2.2,True,0.583225875251872
30,50,125,0.7,0.001,3.0,False,0.5832313430668452
30,40,125,0.5,0.002,1.5,False,0.5832324075898395
25,40,125,0.7,0.001,2.2,False,0.5832327837454548
25,30,125,0.7,0.002,1.5,False,0.5832333856139035
25,30,100,0.5,0.002,1.5,False,0.5832387212128346
25,30,100,0.5,0.001,1.5,False,0.5832390662342244
25,30,125,0.7,0.0005,2.2,True,0.583250014802674
25,30,100,0.5,0.0005,1.5,False,0.5832515030347593
30,50,125,0.5,0.0005,2.2,False,0.5832521435262031
30,30,100,0.5,0.0005,3.0,True,0.5832571053737967
25,40,125,0.5,0.002,2.2,True,0.5832595498791441
30,30,100,0.5,0.001,3.0,True,0.5832688375534757
25,30,125,0.7,0.001,2.2,True,0.5832779621641708
30,30,75,0.5,0.002,1.5,True,0.5832828692711232
30,30,100,0.5,0.002,3.0,True,0.5832931510850267
30,50,125,0.5,0.001,2.2,False,0.5833044510770053
30,30,100,0.5,0.002,1.5,True,0.5833103177641712
25,30,75,0.5,0.001,1.5,True,0.5833143812502674
20,30,75,0.5,0.0005,1.5,True,0.5833194097812835
25,30,125,0.7,0.002,2.2,True,0.5833339576540109
30,30,125,0.8,0.0005,2.2,False,0.5833393363411765
30,50,125,0.7,0.002,3.0,False,0.5833416263032086
25,40,125,0.7,0.002,2.2,False,0.5833488627379678
30,40,100,0.5,0.0005,3.0,False,0.5833535622208555
25,30,100,0.5,0.002,1.5,True,0.5833569596887702
30,40,100,0.5,0.001,3.0,False,0.5833893023342248
30,30,125,0.8,0.001,2.2,False,0.5833979839887703
30,50,125,0.5,0.002,2.2,False,0.5834080591229948
20,30,100,0.5,0.0005,2.2,True,0.5834082954679145
30,30,100,0.5,0.001,1.5,True,0.5834095660272732
20,30,100,0.5,0.001,2.2,True,0.5834131945759361
20,30,100,0.5,0.002,2.2,True,0.5834259423165775
25,30,100,0.5,0.001,1.5,True,0.5834344768481284
30,40,100,0.5,0.002,3.0,False,0.5834615102155081
25,30,75,0.5,0.0005,1.5,True,0.5834740457770051
30,30,100,0.5,0.0005,1.5,True,0.5834741528149735
25,30,100,0.5,0.0005,1.5,True,0.5834864286272728
25,40,125,0.5,0.0005,1.5,False,0.5834926316304814
20,30,100,0.5,0.002,1.5,True,0.5835074940540107
30,30,125,0.8,0.002,2.2,False,0.5835131844069521
25,30,125,0.8,0.0005,3.0,True,0.5835292089748662
25,40,125,0.5,0.001,1.5,False,0.5835316703748661
20,50,100,0.5,0.0005,3.0,False,0.583542435069519
25,30,125,0.8,0.001,3.0,True,0.5835569830994654
20,30,100,0.5,0.001,1.5,True,0.5835667948363633
20,30,100,0.8,0.0005,3.0,False,0.5835768200320852
20,40,125,0.5,0.0005,2.2,True,0.5835836714989304
20,50,100,0.5,0.001,3.0,False,0.5835860652909091
30,30,75,0.5,0.001,1.5,True,0.5835892515636366
20,40,125,0.5,0.001,2.2,True,0.5836023848935824
25,30,100,0.5,0.0005,3.0,True,0.583602736913904
20,30,100,0.5,0.001,1.5,False,0.5836062113721925
20,30,100,0.5,0.0005,1.5,True,0.5836085852352941
20,30,100,0.5,0.0005,1.5,False,0.5836088264882352
25,30,125,0.8,0.002,3.0,True,0.5836111716620319
25,30,100,0.5,0.001,3.0,True,0.5836149572181818
20,30,100,0.8,0.001,3.0,False,0.5836169697267378
25,40,125,0.5,0.002,1.5,False,0.5836178392663105
20,30,100,0.5,0.002,1.5,False,0.5836213729176469
30,40,125,0.8,0.0005,3.0,False,0.5836229147679143
30,30,100,0.5,0.0005,2.2,False,0.5836266693385032
20,40,125,0.5,0.002,2.2,True,0.5836392643048129
25,30,100,0.5,0.002,3.0,True,0.5836405741379678
20,30,125,0.7,0.0005,1.5,False,0.5836422181299464
30,40,125,0.5,0.0005,3.0,True,0.5836542218978609
30,30,100,0.5,0.001,2.2,False,0.5836579765454545
20,50,100,0.5,0.002,3.0,False,0.5836715483684491
30,40,125,0.5,0.001,3.0,True,0.5836739370096257
30,40,125,0.8,0.001,3.0,False,0.5836765253363635
25,30,100,0.7,0.0005,3.0,False,0.5836806850716576
20,30,125,0.7,0.001,1.5,False,0.5836898739983954
20,30,100,0.8,0.002,3.0,False,0.5836964217705883
20,30,125,0.7,0.0005,2.2,True,0.5836966869336896
30,40,125,0.5,0.002,3.0,True,0.5837126235149733
25,30,100,0.7,0.001,3.0,False,0.5837197805898395
30,30,100,0.5,0.002,2.2,False,0.5837212494122994
20,30,125,0.7,0.001,2.2,True,0.583724187018182
30,30,75,0.5,0.0005,1.5,True,0.5837714920465239
20,30,125,0.7,0.002,2.2,True,0.5837796072748666
30,40,125,0.8,0.002,3.0,False,0.5837824581657755
25,50,125,0.5,0.0005,2.2,False,0.5837921112770053
25,30,100,0.7,0.002,3.0,False,0.5837969935588236
20,30,125,0.7,0.002,1.5,False,0.5837980117925131
30,30,125,0.7,0.0005,3.0,True,0.5838160564556149
20,50,125,0.8,0.0005,3.0,False,0.5838260620208556
30,30,125,0.7,0.001,3.0,True,0.5838414296919788
25,50,125,0.7,0.0005,3.0,False,0.5838429412534759
25,50,125,0.5,0.001,2.2,False,0.5838469873080215
20,50,125,0.8,0.001,3.0,False,0.5838821857454543
20,40,125,0.7,0.0005,2.2,False,0.5838853800957218
30,30,125,0.7,0.002,3.0,True,0.5838913610534758
25,50,125,0.7,0.001,3.0,False,0.5838985262582886
25,40,100,0.5,0.0005,3.0,False,0.5839382453358288
20,40,125,0.7,0.001,2.2,False,0.5839443340294119
25,50,125,0.5,0.002,2.2,False,0.5839562568711227
25,30,125,0.8,0.0005,2.2,False,0.5839679998208557
25,40,100,0.5,0.001,3.0,False,0.5839743538909087
20,40,125,0.5,0.0005,1.5,False,0.5839826726983954
20,50,125,0.8,0.002,3.0,False,0.5839932351625668
25,50,125,0.7,0.002,3.0,False,0.5840085274331553
20,30,100,0.5,0.0005,3.0,True,0.5840120147759359
25,40,125,0.5,0.0005,3.0,True,0.5840133355042783
20,40,125,0.5,0.001,1.5,False,0.5840243694732621
20,30,100,0.5,0.001,3.0,True,0.5840250485812832
25,30,125,0.8,0.001,2.2,False,0.5840273821502673
25,40,125,0.5,0.001,3.0,True,0.5840336523582886
25,40,100,0.5,0.002,3.0,False,0.5840475220465239
20,30,100,0.5,0.002,3.0,True,0.5840508535561499
20,40,125,0.7,0.002,2.2,False,0.5840597380187167
20,30,125,0.8,0.0005,3.0,True,0.5840638799973261
25,40,125,0.5,0.002,3.0,True,0.584072872264706
20,30,125,0.8,0.001,3.0,True,0.5840901542331549
25,30,100,0.5,0.0005,2.2,False,0.5840981861850267
20,40,125,0.5,0.002,1.5,False,0.5841135954582887
25,30,100,0.5,0.001,2.2,False,0.5841301651508023
20,30,125,0.8,0.002,3.0,True,0.5841418042122993
25,30,125,0.8,0.002,2.2,False,0.5841459496502674
25,30,100,0.5,0.002,2.2,False,0.5841969423406417
25,30,125,0.7,0.0005,3.0,True,0.5842482275871657
25,30,125,0.7,0.001,3.0,True,0.584273012732086
30,30,125,0.7,0.0005,2.2,False,0.5842859686657752
25,30,125,0.7,0.002,3.0,True,0.5843217095807488
25,40,125,0.8,0.0005,3.0,False,0.5843243248930482
30,30,125,0.7,0.001,2.2,False,0.5843441129839573
25,40,125,0.8,0.001,3.0,False,0.5843765452844922
20,50,125,0.5,0.0005,2.2,False,0.5844214187470584
20,40,125,0.5,0.0005,3.0,True,0.5844214547481283
20,40,125,0.5,0.001,3.0,True,0.5844409070032086
30,30,125,0.5,0.002,1.5,True,0.5844477118711231
20,30,100,0.7,0.0005,3.0,False,0.5844488905267374
30,30,125,0.5,0.001,1.5,True,0.5844491054208559
30,30,125,0.5,0.0005,1.5,True,0.5844581886508019
30,30,125,0.7,0.002,2.2,False,0.5844587208112296
20,50,125,0.5,0.001,2.2,False,0.5844772349385028
30,40,125,0.7,0.0005,3.0,False,0.584477872595722
25,40,125,0.8,0.002,3.0,False,0.5844795516256684
20,40,125,0.5,0.002,3.0,True,0.5844805155235291
20,30,100,0.7,0.001,3.0,False,0.5844870574058822
30,40,125,0.7,0.001,3.0,False,0.5845284358256685
20,30,100,0.7,0.002,3.0,False,0.5845608927823527
30,40,125,0.5,0.0005,2.2,False,0.5845711308176472
20,50,125,0.5,0.002,2.2,False,0.5845874044545457
20,50,125,0.7,0.0005,3.0,False,0.5845877439860965
25,30,125,0.5,0.001,1.5,True,0.5846039369989308
20,40,100,0.5,0.0005,3.0,False,0.5846055107598929
25,30,125,0.5,0.0005,1.5,True,0.5846061960732621
25,30,125,0.5,0.002,1.5,True,0.5846142482117648
30,40,125,0.5,0.001,2.2,False,0.5846188363208559
30,40,125,0.7,0.002,3.0,False,0.5846259485802137
20,50,125,0.7,0.001,3.0,False,0.5846406601657758
20,40,100,0.5,0.001,3.0,False,0.5846419105609625
30,30,125,0.5,0.0005,2.2,True,0.5846605036037431
30,30,125,0.5,0.001,2.2,True,0.5846801532347593
20,30,100,0.5,0.0005,2.2,False,0.5846815127754014
20,30,125,0.8,0.0005,2.2,False,0.5847105254144386
30,40,125,0.5,0.002,2.2,False,0.5847123640759362
20,30,100,0.5,0.001,2.2,False,0.5847136184914434
20,40,100,0.5,0.002,3.0,False,0.5847142422368988
30,30,125,0.5,0.002,2.2,True,0.5847190243491981
20,30,125,0.7,0.0005,3.0,True,0.5847423373278073
20,50,125,0.7,0.002,3.0,False,0.5847452586893047
20,30,125,0.7,0.001,3.0,True,0.5847651285331551
20,30,125,0.8,0.001,2.2,False,0.5847682005465239
20,30,100,0.5,0.002,2.2,False,0.5847783801818178
20,30,125,0.7,0.002,3.0,True,0.5848115501481284
20,30,125,0.5,0.0005,1.5,True,0.584843000809091
20,30,125,0.5,0.001,1.5,True,0.5848458378010698
20,30,125,0.5,0.002,1.5,True,0.5848650637096255
30,30,125,0.5,0.0005,1.5,False,0.5848693983898395
25,30,125,0.7,0.0005,2.2,False,0.5848811802764704
20,30,125,0.8,0.002,2.2,False,0.5848846996705879
30,30,125,0.5,0.001,1.5,False,0.5849083776203207
25,30,125,0.7,0.001,2.2,False,0.5849399844032084
25,30,125,0.5,0.0005,2.2,True,0.584958359718182
30,50,125,0.5,0.0005,3.0,False,0.5849693913946523
25,30,125,0.5,0.001,2.2,True,0.5849780855695187
30,30,125,0.5,0.002,1.5,False,0.5849962841812838
30,50,125,0.5,0.001,3.0,False,0.5850170866705882
25,30,125,0.5,0.002,2.2,True,0.5850178384304814
25,30,125,0.7,0.002,2.2,False,0.5850541696085563
30,30,100,0.5,0.0005,3.0,False,0.5850703345272724
25,40,125,0.5,0.0005,2.2,False,0.5850991620074867
30,30,100,0.5,0.001,3.0,False,0.5851028383032086
20,40,125,0.8,0.0005,3.0,False,0.5851099048278077
30,50,125,0.5,0.002,3.0,False,0.585111356771658
25,40,125,0.7,0.0005,3.0,False,0.5851385032304813
25,40,125,0.5,0.001,2.2,False,0.5851480259417113
20,40,125,0.8,0.001,3.0,False,0.5851601237122993
30,30,100,0.5,0.002,3.0,False,0.585165498175401
25,40,125,0.7,0.001,3.0,False,0.5851873860026741
25,30,125,0.5,0.0005,1.5,False,0.5852259380673799
25,40,125,0.5,0.002,2.2,False,0.5852433280187168
20,40,125,0.8,0.002,3.0,False,0.5852578363534763
25,30,125,0.5,0.001,1.5,False,0.5852700892481284
25,40,125,0.7,0.002,3.0,False,0.5852824108529415
20,30,125,0.5,0.0005,2.2,True,0.5853228336935828
30,30,125,0.8,0.0005,3.0,False,0.5853306321620325
20,30,125,0.5,0.001,2.2,True,0.5853420858155085
25,30,125,0.5,0.002,1.5,False,0.5853668055149733
30,30,125,0.8,0.001,3.0,False,0.5853800406919788
20,30,125,0.5,0.002,2.2,True,0.5853803892636366
30,30,125,0.5,0.0005,3.0,True,0.585403546279679
30,30,125,0.5,0.001,3.0,True,0.585422522049198
30,30,125,0.5,0.002,3.0,True,0.5854584721989308
30,30,125,0.8,0.002,3.0,False,0.5854761180304813
25,50,125,0.5,0.0005,3.0,False,0.5855435138631016
20,30,125,0.7,0.0005,2.2,False,0.5855803893989304
25,50,125,0.5,0.001,3.0,False,0.5855915731411765
20,30,125,0.7,0.001,2.2,False,0.5856361070844918
25,30,100,0.5,0.0005,3.0,False,0.5856447271080215
25,30,100,0.5,0.001,3.0,False,0.585675423664706
25,50,125,0.5,0.002,3.0,False,0.5856850641213903
20,30,125,0.5,0.0005,1.5,False,0.585700029417112
20,40,125,0.5,0.0005,2.2,False,0.5857156842326203
25,30,100,0.5,0.002,3.0,False,0.5857380508823532
20,30,125,0.7,0.002,2.2,False,0.5857448575352939
20,30,125,0.5,0.001,1.5,False,0.5857470009101601
25,30,125,0.5,0.0005,3.0,True,0.5857561353224595
20,40,125,0.5,0.001,2.2,False,0.5857643747229946
25,30,125,0.5,0.001,3.0,True,0.5857741334278074
25,30,125,0.5,0.002,3.0,True,0.58580968805508
20,30,125,0.5,0.002,1.5,False,0.5858480106743317
20,40,125,0.5,0.002,2.2,False,0.5858599568561492
20,40,125,0.7,0.0005,3.0,False,0.5858760654566847
20,40,125,0.7,0.001,3.0,False,0.5859233498823531
20,40,125,0.7,0.002,3.0,False,0.5860146588893049
25,30,125,0.8,0.0005,3.0,False,0.5860242768406418
25,30,125,0.8,0.001,3.0,False,0.5860712982144385
20,30,125,0.5,0.0005,3.0,True,0.5861582314229945
25,30,125,0.8,0.002,3.0,False,0.5861633233882356
20,30,125,0.5,0.001,3.0,True,0.5861750992818179
20,50,125,0.5,0.0005,3.0,False,0.5861818054871657
30,30,125,0.7,0.0005,3.0,False,0.5861918357513375
20,30,125,0.5,0.002,3.0,True,0.5862084318122995
20,50,125,0.5,0.001,3.0,False,0.5862264758101603
30,30,125,0.7,0.001,3.0,False,0.5862375758609629
30,40,125,0.5,0.0005,3.0,False,0.5862819485021388
20,30,100,0.5,0.0005,3.0,False,0.5863006948898396
30,30,125,0.5,0.0005,2.2,False,0.5863040160534759
20,50,125,0.5,0.002,3.0,False,0.5863161117951874
30,40,125,0.5,0.001,3.0,False,0.5863233849144389
30,30,125,0.7,0.002,3.0,False,0.5863271967171124
20,30,100,0.5,0.001,3.0,False,0.5863318342802137
30,30,125,0.5,0.001,2.2,False,0.5863545526433154
20,30,100,0.5,0.002,3.0,False,0.5863917839786098
30,40,125,0.5,0.002,3.0,False,0.5864044012454542
30,30,125,0.5,0.002,2.2,False,0.5864517719213904
20,30,125,0.8,0.0005,3.0,False,0.5868013405566844
25,30,125,0.5,0.0005,2.2,False,0.5868201409026739
25,30,125,0.7,0.0005,3.0,False,0.5868446396262033
20,30,125,0.8,0.001,3.0,False,0.5868456955331556
25,40,125,0.5,0.0005,3.0,False,0.5868488662106954
25,30,125,0.5,0.001,2.2,False,0.5868684436802142
25,30,125,0.7,0.001,3.0,False,0.5868875420016042
25,40,125,0.5,0.001,3.0,False,0.5868903449871661
20,30,125,0.8,0.002,3.0,False,0.5869327650764704
25,30,125,0.5,0.002,2.2,False,0.5869636409994654
25,40,125,0.5,0.002,3.0,False,0.5869693002288773
25,30,125,0.7,0.002,3.0,False,0.5869734813005347
20,30,125,0.5,0.0005,2.2,False,0.5874230440748663
20,30,125,0.5,0.001,2.2,False,0.5874682699021386
20,40,125,0.5,0.0005,3.0,False,0.5874794724818184
20,40,125,0.5,0.001,3.0,False,0.5875190518898398
20,30,125,0.5,0.002,2.2,False,0.587557831552941
20,30,125,0.7,0.0005,3.0,False,0.5875737894572195
20,40,125,0.5,0.002,3.0,False,0.587595379982888
20,30,125,0.7,0.001,3.0,False,0.5876137631438502
20,30,125,0.7,0.002,3.0,False,0.5876952486122996
30,30,125,0.5,0.0005,3.0,False,0.5880060707598929
30,30,125,0.5,0.001,3.0,False,0.5880432981973264
30,30,125,0.5,0.002,3.0,False,0.5881163942385026
25,30,125,0.5,0.0005,3.0,False,0.5885654728171122
25,30,125,0.5,0.001,3.0,False,0.5886006742893048
25,30,125,0.5,0.002,3.0,False,0.5886699354770054
20,30,125,0.5,0.0005,3.0,False,0.5891877732951871
20,30,125,0.5,0.001,3.0,False,0.5892209473839574
20,30,125,0.5,0.002,3.0,False,0.5892869210946523
